Ticker_name,Date,Close
Corn,2001-02-21,212.0
Corn,2001-02-22,210.0
Corn,2001-02-26,209.75
Corn,2001-02-27,209.5
Corn,2001-02-28,211.25
Corn,2001-03-01,214.5
Corn,2001-03-02,217.0
Corn,2001-03-05,215.5
Corn,2001-03-07,215.75
Corn,2001-03-08,213.25
Corn,2001-03-09,213.5
Corn,2001-03-12,213.5
Corn,2001-03-13,215.5
Corn,2001-03-14,211.5
Corn,2001-03-15,216.0
Corn,2001-03-16,211.5
Corn,2001-03-19,208.75
Corn,2001-03-20,209.75
Corn,2001-03-21,211.75
Corn,2001-03-22,208.5
Corn,2001-03-23,206.0
Corn,2001-03-26,208.5
Corn,2001-03-27,210.25
Corn,2001-03-28,210.5
Corn,2001-03-29,209.5
Corn,2001-03-30,206.5
Corn,2001-04-02,209.25
Corn,2001-04-04,210.25
Corn,2001-04-05,212.75
Corn,2001-04-06,213.75
Corn,2001-04-09,212.25
Corn,2001-04-10,211.0
Corn,2001-04-11,209.25
Corn,2001-04-12,210.5
Corn,2001-04-16,213.5
Corn,2001-04-17,212.75
Corn,2001-04-18,209.75
Corn,2001-04-19,209.0
Corn,2001-04-20,204.25
Corn,2001-04-23,201.5
Corn,2001-04-24,198.0
Corn,2001-04-25,194.5
Corn,2001-04-26,197.0
Corn,2001-04-27,198.25
Corn,2001-04-30,195.0
Corn,2001-05-01,199.25
Corn,2001-05-02,199.5
Corn,2001-05-03,200.75
Corn,2001-05-04,200.5
Corn,2001-05-07,204.0
Corn,2001-05-08,200.75
Corn,2001-05-09,197.0
Corn,2001-05-10,197.75
Corn,2001-05-11,191.5
Corn,2001-05-14,191.5
Corn,2001-05-15,201.5
Corn,2001-05-16,201.25
Corn,2001-05-17,201.0
Corn,2001-05-18,201.5
Corn,2001-05-21,198.5
Corn,2001-05-22,194.0
Corn,2001-05-23,192.5
Corn,2001-05-24,193.0
Corn,2001-05-25,193.25
Corn,2001-05-29,190.75
Corn,2001-05-30,189.25
Corn,2001-05-31,190.25
Corn,2001-06-01,193.5
Corn,2001-06-04,196.5
Corn,2001-06-05,197.0
Corn,2001-06-06,194.5
Corn,2001-06-07,199.75
Corn,2001-06-08,197.5
Corn,2001-06-12,199.0
Corn,2001-06-13,198.0
Corn,2001-06-14,195.5
Corn,2001-06-15,193.75
Corn,2001-06-18,191.5
Corn,2001-06-19,191.5
Corn,2001-06-20,193.5
Corn,2001-06-21,197.75
Corn,2001-06-22,197.0
Corn,2001-06-25,194.25
Corn,2001-06-26,192.5
Corn,2001-06-27,194.5
Corn,2001-06-28,197.25
Corn,2001-06-29,197.25
Corn,2001-07-02,196.5
Corn,2001-07-03,198.5
Corn,2001-07-05,201.5
Corn,2001-07-06,206.0
Corn,2001-07-09,205.5
Corn,2001-07-10,213.0
Corn,2001-07-11,220.0
Corn,2001-07-12,225.5
Corn,2001-07-13,230.75
Corn,2001-07-16,219.25
Corn,2001-07-17,225.0
Corn,2001-07-18,216.0
Corn,2001-07-19,216.75
Corn,2001-07-20,214.5
Corn,2001-07-23,207.5
Corn,2001-07-24,213.25
Corn,2001-07-25,217.5
Corn,2001-07-26,221.0
Corn,2001-07-27,219.0
Corn,2001-07-30,218.5
Corn,2001-07-31,213.0
Corn,2001-08-01,219.0
Corn,2001-08-02,217.5
Corn,2001-08-03,214.5
Corn,2001-08-06,211.0
Corn,2001-08-07,216.5
Corn,2001-08-08,216.0
Corn,2001-08-09,218.0
Corn,2001-08-10,222.0
Corn,2001-08-13,222.0
Corn,2001-08-14,221.75
Corn,2001-08-15,222.5
Corn,2001-08-16,220.0
Corn,2001-08-17,216.5
Corn,2001-08-20,212.25
Corn,2001-08-21,215.5
Corn,2001-08-22,215.5
Corn,2001-08-23,215.0
Corn,2001-08-24,217.5
Corn,2001-08-27,214.25
Corn,2001-08-28,219.75
Corn,2001-08-29,216.0
Corn,2001-08-30,217.5
Corn,2001-08-31,217.25
Corn,2001-09-04,217.0
Corn,2001-09-05,219.0
Corn,2001-09-06,216.0
Corn,2001-09-07,214.25
Corn,2001-09-10,213.0
Corn,2001-09-11,214.5
Corn,2001-09-12,214.25
Corn,2001-09-14,219.5
Corn,2001-09-18,217.25
Corn,2001-09-19,214.25
Corn,2001-09-20,211.25
Corn,2001-09-21,214.0
Corn,2001-09-25,210.5
Corn,2001-09-26,210.75
Corn,2001-09-27,212.5
Corn,2001-09-28,211.75
Corn,2001-10-01,211.75
Corn,2001-10-02,205.75
Corn,2001-10-03,204.5
Corn,2001-10-04,206.0
Corn,2001-10-05,206.75
Corn,2001-10-08,209.5
Corn,2001-10-09,211.0
Corn,2001-10-10,208.5
Corn,2001-10-11,209.5
Corn,2001-10-12,208.25
Corn,2001-10-15,200.75
Corn,2001-10-17,201.75
Corn,2001-10-18,202.75
Corn,2001-10-19,200.5
Corn,2001-10-22,200.5
Corn,2001-10-23,199.0
Corn,2001-10-24,199.25
Corn,2001-10-26,202.0
Corn,2001-10-29,200.5
Corn,2001-10-30,198.5
Corn,2001-10-31,201.0
Corn,2001-11-01,200.75
Corn,2001-11-02,198.25
Corn,2001-11-05,198.5
Corn,2001-11-06,198.5
Corn,2001-11-07,198.75
Corn,2001-11-08,200.0
Corn,2001-11-09,204.5
Corn,2001-11-12,205.0
Corn,2001-11-13,204.0
Corn,2001-11-14,204.0
Corn,2001-11-15,207.0
Corn,2001-11-16,206.0
Corn,2001-11-19,208.75
Corn,2001-11-20,209.0
Corn,2001-11-21,209.5
Corn,2001-11-23,209.0
Corn,2001-11-26,208.0
Corn,2001-11-27,203.5
Corn,2001-11-28,203.75
Corn,2001-11-29,199.25
Corn,2001-11-30,202.0
Corn,2001-12-03,208.25
Corn,2001-12-04,210.5
Corn,2001-12-05,211.0
Corn,2001-12-06,209.75
Corn,2001-12-07,205.5
Corn,2001-12-10,208.25
Corn,2001-12-11,209.0
Corn,2001-12-12,206.75
Corn,2001-12-14,207.25
Corn,2001-12-17,208.0
Corn,2001-12-18,206.5
Corn,2001-12-19,206.75
Corn,2001-12-20,204.75
Corn,2001-12-21,203.5
Corn,2001-12-24,203.5
Corn,2001-12-26,199.75
Corn,2001-12-27,202.0
Corn,2001-12-28,200.75
Corn,2001-12-31,199.75
Corn,2002-01-02,199.5
Corn,2002-01-03,202.0
Corn,2002-01-04,202.5
Corn,2002-01-07,203.5
Corn,2002-01-08,204.0
Corn,2002-01-09,202.5
Corn,2002-01-10,201.5
Corn,2002-01-11,205.5
Corn,2002-01-14,205.5
Corn,2002-01-15,211.5
Corn,2002-01-16,213.0
Corn,2002-01-17,215.25
Corn,2002-01-18,213.5
Corn,2002-01-22,211.25
Corn,2002-01-23,209.75
Corn,2002-01-24,209.0
Corn,2002-01-25,210.25
Corn,2002-01-28,207.5
Corn,2002-01-29,207.5
Corn,2002-01-30,205.5
Corn,2002-01-31,206.5
Corn,2002-02-01,205.5
Corn,2002-02-04,206.0
Corn,2002-02-05,206.0
Corn,2002-02-06,206.5
Corn,2002-02-07,204.25
Corn,2002-02-08,205.0
Corn,2002-02-11,205.25
Corn,2002-02-12,205.25
Corn,2002-02-13,206.0
Corn,2002-02-14,209.25
Corn,2002-02-15,206.75
Corn,2002-02-19,205.5
Corn,2002-02-20,206.75
Corn,2002-02-21,207.5
Corn,2002-02-22,207.5
Corn,2002-02-25,204.75
Corn,2002-02-26,202.5
Corn,2002-02-27,200.0
Corn,2002-02-28,200.0
Corn,2002-03-01,199.5
Corn,2002-03-04,200.5
Corn,2002-03-05,199.25
Corn,2002-03-06,202.5
Corn,2002-03-07,201.5
Corn,2002-03-08,200.75
Corn,2002-03-11,202.0
Corn,2002-03-12,204.0
Corn,2002-03-13,204.75
Corn,2002-03-14,203.0
Corn,2002-03-15,207.0
Corn,2002-03-18,205.25
Corn,2002-03-19,205.5
Corn,2002-03-20,206.75
Corn,2002-03-21,206.0
Corn,2002-03-22,206.25
Corn,2002-03-25,204.75
Corn,2002-03-26,205.0
Corn,2002-03-27,204.5
Corn,2002-03-28,207.0
Corn,2002-04-01,202.5
Corn,2002-04-02,204.25
Corn,2002-04-03,204.0
Corn,2002-04-04,201.25
Corn,2002-04-05,201.5
Corn,2002-04-08,200.75
Corn,2002-04-09,202.0
Corn,2002-04-10,201.25
Corn,2002-04-11,198.75
Corn,2002-04-12,197.75
Corn,2002-04-15,196.0
Corn,2002-04-16,197.75
Corn,2002-04-17,199.75
Corn,2002-04-18,198.25
Corn,2002-04-19,197.25
Corn,2002-04-22,198.75
Corn,2002-04-23,198.75
Corn,2002-04-24,197.75
Corn,2002-04-25,197.0
Corn,2002-04-26,196.25
Corn,2002-04-29,192.5
Corn,2002-04-30,193.5
Corn,2002-05-01,196.5
Corn,2002-05-02,194.5
Corn,2002-05-03,194.75
Corn,2002-05-06,194.0
Corn,2002-05-07,199.0
Corn,2002-05-08,198.5
Corn,2002-05-09,200.25
Corn,2002-05-10,201.25
Corn,2002-05-13,209.75
Corn,2002-05-14,209.0
Corn,2002-05-15,216.25
Corn,2002-05-16,213.25
Corn,2002-05-17,209.0
Corn,2002-05-20,211.5
Corn,2002-05-21,210.75
Corn,2002-05-22,207.5
Corn,2002-05-23,207.75
Corn,2002-05-24,207.0
Corn,2002-05-28,207.5
Corn,2002-05-29,211.5
Corn,2002-05-30,212.5
Corn,2002-05-31,214.0
Corn,2002-06-03,209.5
Corn,2002-06-04,210.5
Corn,2002-06-05,210.25
Corn,2002-06-06,209.0
Corn,2002-06-07,206.75
Corn,2002-06-10,206.75
Corn,2002-06-11,204.25
Corn,2002-06-12,206.75
Corn,2002-06-13,211.75
Corn,2002-06-14,209.25
Corn,2002-06-17,208.0
Corn,2002-06-18,206.75
Corn,2002-06-19,208.75
Corn,2002-06-20,210.0
Corn,2002-06-21,210.25
Corn,2002-06-24,218.0
Corn,2002-06-25,219.75
Corn,2002-06-26,221.5
Corn,2002-06-27,226.0
Corn,2002-06-28,225.5
Corn,2002-07-01,232.75
Corn,2002-07-02,227.75
Corn,2002-07-03,224.5
Corn,2002-07-05,229.5
Corn,2002-07-08,223.25
Corn,2002-07-09,226.25
Corn,2002-07-10,222.0
Corn,2002-07-11,216.0
Corn,2002-07-12,214.25
Corn,2002-07-15,227.25
Corn,2002-07-16,234.75
Corn,2002-07-17,231.5
Corn,2002-07-18,232.75
Corn,2002-07-19,234.75
Corn,2002-07-22,246.0
Corn,2002-07-23,241.5
Corn,2002-07-24,249.25
Corn,2002-07-25,244.25
Corn,2002-07-26,243.0
Corn,2002-07-29,231.0
Corn,2002-07-30,236.0
Corn,2002-07-31,247.25
Corn,2002-08-01,249.25
Corn,2002-08-02,252.75
Corn,2002-08-05,253.5
Corn,2002-08-06,251.25
Corn,2002-08-07,249.0
Corn,2002-08-08,246.25
Corn,2002-08-09,250.25
Corn,2002-08-12,260.75
Corn,2002-08-13,267.75
Corn,2002-08-14,273.0
Corn,2002-08-15,272.25
Corn,2002-08-16,270.75
Corn,2002-08-19,266.0
Corn,2002-08-20,259.5
Corn,2002-08-21,261.25
Corn,2002-08-22,260.5
Corn,2002-08-23,262.5
Corn,2002-08-26,263.25
Corn,2002-08-27,261.25
Corn,2002-08-28,259.5
Corn,2002-08-29,256.5
Corn,2002-08-30,259.5
Corn,2002-09-03,265.75
Corn,2002-09-04,270.5
Corn,2002-09-05,272.0
Corn,2002-09-06,273.0
Corn,2002-09-09,278.75
Corn,2002-09-10,275.25
Corn,2002-09-11,281.0
Corn,2002-09-12,274.25
Corn,2002-09-13,266.5
Corn,2002-09-16,278.0
Corn,2002-09-17,276.5
Corn,2002-09-18,272.5
Corn,2002-09-19,266.75
Corn,2002-09-20,260.75
Corn,2002-09-23,254.25
Corn,2002-09-24,259.5
Corn,2002-09-25,258.5
Corn,2002-09-26,260.5
Corn,2002-09-27,258.75
Corn,2002-09-30,251.5
Corn,2002-10-01,255.75
Corn,2002-10-02,257.0
Corn,2002-10-03,254.5
Corn,2002-10-04,257.75
Corn,2002-10-07,260.0
Corn,2002-10-08,257.5
Corn,2002-10-09,256.0
Corn,2002-10-10,251.5
Corn,2002-10-11,246.75
Corn,2002-10-14,245.5
Corn,2002-10-15,254.0
Corn,2002-10-16,253.25
Corn,2002-10-17,255.5
Corn,2002-10-18,254.25
Corn,2002-10-21,254.25
Corn,2002-10-22,251.5
Corn,2002-10-23,250.25
Corn,2002-10-24,250.25
Corn,2002-10-25,250.25
Corn,2002-10-28,247.5
Corn,2002-10-29,249.0
Corn,2002-10-30,246.0
Corn,2002-10-31,247.5
Corn,2002-11-01,247.5
Corn,2002-11-04,244.25
Corn,2002-11-05,242.0
Corn,2002-11-06,243.0
Corn,2002-11-07,241.0
Corn,2002-11-08,235.75
Corn,2002-11-11,235.75
Corn,2002-11-12,238.25
Corn,2002-11-13,240.5
Corn,2002-11-14,244.0
Corn,2002-11-15,242.0
Corn,2002-11-18,243.75
Corn,2002-11-19,247.5
Corn,2002-11-20,248.0
Corn,2002-11-21,246.5
Corn,2002-11-22,247.75
Corn,2002-11-25,243.25
Corn,2002-11-26,242.25
Corn,2002-11-27,240.75
Corn,2002-11-29,240.25
Corn,2002-12-02,240.25
Corn,2002-12-03,237.75
Corn,2002-12-04,237.75
Corn,2002-12-05,234.0
Corn,2002-12-06,233.25
Corn,2002-12-09,232.0
Corn,2002-12-10,234.5
Corn,2002-12-11,237.75
Corn,2002-12-12,236.0
Corn,2002-12-13,236.5
Corn,2002-12-16,238.75
Corn,2002-12-17,238.25
Corn,2002-12-18,240.0
Corn,2002-12-19,239.75
Corn,2002-12-20,239.25
Corn,2002-12-23,242.75
Corn,2002-12-24,242.75
Corn,2002-12-26,242.75
Corn,2002-12-27,239.75
Corn,2002-12-30,235.75
Corn,2002-12-31,235.75
Corn,2003-01-02,237.0
Corn,2003-01-03,236.0
Corn,2003-01-06,235.75
Corn,2003-01-07,240.0
Corn,2003-01-08,245.25
Corn,2003-01-09,243.5
Corn,2003-01-10,234.75
Corn,2003-01-13,230.5
Corn,2003-01-14,231.25
Corn,2003-01-15,231.25
Corn,2003-01-16,230.75
Corn,2003-01-17,232.5
Corn,2003-01-21,233.75
Corn,2003-01-22,234.75
Corn,2003-01-23,235.5
Corn,2003-01-24,235.5
Corn,2003-01-27,235.0
Corn,2003-01-28,238.5
Corn,2003-01-29,235.5
Corn,2003-01-30,237.0
Corn,2003-01-31,238.25
Corn,2003-02-03,236.75
Corn,2003-02-04,237.75
Corn,2003-02-05,236.75
Corn,2003-02-06,239.0
Corn,2003-02-07,239.75
Corn,2003-02-10,241.5
Corn,2003-02-11,241.5
Corn,2003-02-12,239.25
Corn,2003-02-13,239.75
Corn,2003-02-14,240.25
Corn,2003-02-18,238.25
Corn,2003-02-19,235.25
Corn,2003-02-20,235.5
Corn,2003-02-21,231.75
Corn,2003-02-24,230.75
Corn,2003-02-25,232.0
Corn,2003-02-26,231.75
Corn,2003-02-27,230.25
Corn,2003-02-28,231.75
Corn,2003-03-03,233.5
Corn,2003-03-04,236.0
Corn,2003-03-05,236.75
Corn,2003-03-06,239.75
Corn,2003-03-07,239.75
Corn,2003-03-10,237.25
Corn,2003-03-11,237.25
Corn,2003-03-12,237.5
Corn,2003-03-13,235.25
Corn,2003-03-14,230.0
Corn,2003-03-17,229.75
Corn,2003-03-18,229.75
Corn,2003-03-19,231.5
Corn,2003-03-20,233.75
Corn,2003-03-21,231.5
Corn,2003-03-24,229.0
Corn,2003-03-25,228.25
Corn,2003-03-26,228.0
Corn,2003-03-27,228.75
Corn,2003-03-28,227.75
Corn,2003-03-31,236.5
Corn,2003-04-01,239.5
Corn,2003-04-02,240.25
Corn,2003-04-03,238.75
Corn,2003-04-04,239.0
Corn,2003-04-07,243.25
Corn,2003-04-08,242.75
Corn,2003-04-09,242.0
Corn,2003-04-10,238.75
Corn,2003-04-11,239.25
Corn,2003-04-14,239.25
Corn,2003-04-15,241.75
Corn,2003-04-16,239.25
Corn,2003-04-17,240.75
Corn,2003-04-21,238.75
Corn,2003-04-22,238.75
Corn,2003-04-23,238.75
Corn,2003-04-24,237.25
Corn,2003-04-25,234.75
Corn,2003-04-28,231.75
Corn,2003-04-29,231.75
Corn,2003-04-30,232.75
Corn,2003-05-01,233.25
Corn,2003-05-02,234.75
Corn,2003-05-05,239.0
Corn,2003-05-06,240.5
Corn,2003-05-07,245.75
Corn,2003-05-08,245.75
Corn,2003-05-09,254.75
Corn,2003-05-12,252.75
Corn,2003-05-13,252.75
Corn,2003-05-14,252.5
Corn,2003-05-15,255.75
Corn,2003-05-16,254.25
Corn,2003-05-19,246.75
Corn,2003-05-20,246.75
Corn,2003-05-21,245.5
Corn,2003-05-22,243.75
Corn,2003-05-23,243.75
Corn,2003-05-27,242.0
Corn,2003-05-28,241.25
Corn,2003-05-29,245.0
Corn,2003-05-30,244.25
Corn,2003-06-02,241.5
Corn,2003-06-03,240.0
Corn,2003-06-04,237.5
Corn,2003-06-05,235.75
Corn,2003-06-06,238.75
Corn,2003-06-09,236.25
Corn,2003-06-10,239.25
Corn,2003-06-11,244.0
Corn,2003-06-12,247.0
Corn,2003-06-13,241.75
Corn,2003-06-16,240.5
Corn,2003-06-17,242.0
Corn,2003-06-18,244.25
Corn,2003-06-19,244.5
Corn,2003-06-20,242.75
Corn,2003-06-23,239.5
Corn,2003-06-24,239.25
Corn,2003-06-25,238.75
Corn,2003-06-26,233.0
Corn,2003-06-27,233.5
Corn,2003-06-30,228.5
Corn,2003-07-01,229.5
Corn,2003-07-02,228.75
Corn,2003-07-03,228.75
Corn,2003-07-07,227.0
Corn,2003-07-08,230.0
Corn,2003-07-09,227.25
Corn,2003-07-10,224.0
Corn,2003-07-11,224.0
Corn,2003-07-14,223.0
Corn,2003-07-15,208.5
Corn,2003-07-16,208.0
Corn,2003-07-17,207.25
Corn,2003-07-18,206.0
Corn,2003-07-21,208.25
Corn,2003-07-22,208.5
Corn,2003-07-23,205.5
Corn,2003-07-24,205.5
Corn,2003-07-25,206.5
Corn,2003-07-28,209.75
Corn,2003-07-29,210.0
Corn,2003-07-30,207.75
Corn,2003-07-31,206.0
Corn,2003-08-01,206.75
Corn,2003-08-04,209.5
Corn,2003-08-05,209.5
Corn,2003-08-06,211.5
Corn,2003-08-07,212.25
Corn,2003-08-08,212.75
Corn,2003-08-11,209.5
Corn,2003-08-12,219.75
Corn,2003-08-13,220.0
Corn,2003-08-14,220.0
Corn,2003-08-15,220.25
Corn,2003-08-18,228.75
Corn,2003-08-19,223.0
Corn,2003-08-20,226.75
Corn,2003-08-21,224.5
Corn,2003-08-22,226.75
Corn,2003-08-25,227.25
Corn,2003-08-26,227.75
Corn,2003-08-27,229.0
Corn,2003-08-28,230.0
Corn,2003-08-29,233.25
Corn,2003-09-02,232.5
Corn,2003-09-03,237.75
Corn,2003-09-04,242.5
Corn,2003-09-05,237.75
Corn,2003-09-08,233.0
Corn,2003-09-09,234.25
Corn,2003-09-10,235.0
Corn,2003-09-11,227.5
Corn,2003-09-12,227.0
Corn,2003-09-15,227.0
Corn,2003-09-16,224.25
Corn,2003-09-17,223.75
Corn,2003-09-18,223.75
Corn,2003-09-19,226.0
Corn,2003-09-22,227.75
Corn,2003-09-23,223.75
Corn,2003-09-24,224.25
Corn,2003-09-25,226.25
Corn,2003-09-26,226.25
Corn,2003-09-29,226.0
Corn,2003-09-30,220.25
Corn,2003-10-01,220.25
Corn,2003-10-02,220.25
Corn,2003-10-03,223.0
Corn,2003-10-06,221.25
Corn,2003-10-07,223.5
Corn,2003-10-08,221.5
Corn,2003-10-09,221.75
Corn,2003-10-10,216.25
Corn,2003-10-13,217.5
Corn,2003-10-14,218.5
Corn,2003-10-15,216.5
Corn,2003-10-16,214.75
Corn,2003-10-17,214.25
Corn,2003-10-20,213.75
Corn,2003-10-21,215.75
Corn,2003-10-22,220.25
Corn,2003-10-23,235.0
Corn,2003-10-24,235.0
Corn,2003-10-27,235.25
Corn,2003-10-28,240.25
Corn,2003-10-29,248.25
Corn,2003-10-30,247.75
Corn,2003-10-31,247.25
Corn,2003-11-03,240.0
Corn,2003-11-04,232.25
Corn,2003-11-05,236.75
Corn,2003-11-06,234.25
Corn,2003-11-07,235.25
Corn,2003-11-10,232.75
Corn,2003-11-11,232.5
Corn,2003-11-12,240.25
Corn,2003-11-13,240.75
Corn,2003-11-14,240.5
Corn,2003-11-17,238.25
Corn,2003-11-18,235.75
Corn,2003-11-19,231.25
Corn,2003-11-20,235.25
Corn,2003-11-21,236.0
Corn,2003-11-24,234.75
Corn,2003-11-25,239.5
Corn,2003-11-26,242.5
Corn,2003-11-28,245.0
Corn,2003-12-01,246.5
Corn,2003-12-02,245.75
Corn,2003-12-03,249.25
Corn,2003-12-04,246.75
Corn,2003-12-05,246.5
Corn,2003-12-08,246.75
Corn,2003-12-09,249.75
Corn,2003-12-10,249.75
Corn,2003-12-11,252.0
Corn,2003-12-12,254.75
Corn,2003-12-15,253.5
Corn,2003-12-16,252.0
Corn,2003-12-17,251.5
Corn,2003-12-18,249.5
Corn,2003-12-19,249.25
Corn,2003-12-22,246.25
Corn,2003-12-23,243.75
Corn,2003-12-24,235.75
Corn,2003-12-26,239.75
Corn,2003-12-29,242.75
Corn,2003-12-30,241.0
Corn,2003-12-31,246.0
Corn,2004-01-02,253.25
Corn,2004-01-05,253.0
Corn,2004-01-06,251.5
Corn,2004-01-07,250.0
Corn,2004-01-08,251.75
Corn,2004-01-09,251.0
Corn,2004-01-12,265.5
Corn,2004-01-13,268.5
Corn,2004-01-14,268.75
Corn,2004-01-15,268.75
Corn,2004-01-16,272.5
Corn,2004-01-20,275.25
Corn,2004-01-21,277.25
Corn,2004-01-22,276.0
Corn,2004-01-23,277.0
Corn,2004-01-26,281.25
Corn,2004-01-27,276.25
Corn,2004-01-28,270.75
Corn,2004-01-29,270.0
Corn,2004-01-30,276.25
Corn,2004-02-02,271.25
Corn,2004-02-03,273.0
Corn,2004-02-04,270.25
Corn,2004-02-05,275.25
Corn,2004-02-06,279.0
Corn,2004-02-09,284.25
Corn,2004-02-10,280.0
Corn,2004-02-11,284.25
Corn,2004-02-12,281.25
Corn,2004-02-13,282.5
Corn,2004-02-17,284.0
Corn,2004-02-18,279.75
Corn,2004-02-19,284.75
Corn,2004-02-20,284.75
Corn,2004-02-23,287.25
Corn,2004-02-24,290.75
Corn,2004-02-25,291.75
Corn,2004-02-26,296.0
Corn,2004-02-27,296.25
Corn,2004-03-01,296.0
Corn,2004-03-02,289.5
Corn,2004-03-03,290.5
Corn,2004-03-04,290.75
Corn,2004-03-05,290.5
Corn,2004-03-08,286.5
Corn,2004-03-09,295.0
Corn,2004-03-10,291.75
Corn,2004-03-11,293.0
Corn,2004-03-12,295.5
Corn,2004-03-15,307.5
Corn,2004-03-16,305.25
Corn,2004-03-17,308.25
Corn,2004-03-18,312.0
Corn,2004-03-19,312.0
Corn,2004-03-22,318.5
Corn,2004-03-23,315.75
Corn,2004-03-24,309.5
Corn,2004-03-25,306.75
Corn,2004-03-26,305.5
Corn,2004-03-29,305.0
Corn,2004-03-30,312.25
Corn,2004-03-31,320.0
Corn,2004-04-01,325.75
Corn,2004-04-02,330.5
Corn,2004-04-05,329.5
Corn,2004-04-06,326.75
Corn,2004-04-07,330.0
Corn,2004-04-08,330.5
Corn,2004-04-12,322.25
Corn,2004-04-13,311.75
Corn,2004-04-14,316.5
Corn,2004-04-15,307.5
Corn,2004-04-16,314.5
Corn,2004-04-19,311.25
Corn,2004-04-20,309.25
Corn,2004-04-21,304.0
Corn,2004-04-22,304.0
Corn,2004-04-23,303.5
Corn,2004-04-26,301.25
Corn,2004-04-27,309.25
Corn,2004-04-28,308.25
Corn,2004-04-29,314.0
Corn,2004-04-30,316.5
Corn,2004-05-03,318.0
Corn,2004-05-04,317.75
Corn,2004-05-05,314.25
Corn,2004-05-06,305.75
Corn,2004-05-07,307.0
Corn,2004-05-10,295.5
Corn,2004-05-11,296.0
Corn,2004-05-12,294.5
Corn,2004-05-13,289.75
Corn,2004-05-14,286.5
Corn,2004-05-17,295.25
Corn,2004-05-18,292.0
Corn,2004-05-19,298.5
Corn,2004-05-20,292.25
Corn,2004-05-21,290.0
Corn,2004-05-24,296.0
Corn,2004-05-25,303.75
Corn,2004-05-26,300.75
Corn,2004-05-27,298.75
Corn,2004-05-28,304.0
Corn,2004-06-01,324.0
Corn,2004-06-02,321.75
Corn,2004-06-03,310.75
Corn,2004-06-04,308.25
Corn,2004-06-07,300.25
Corn,2004-06-08,297.0
Corn,2004-06-09,297.5
Corn,2004-06-10,285.75
Corn,2004-06-11,285.75
Corn,2004-06-14,288.25
Corn,2004-06-15,280.25
Corn,2004-06-16,281.5
Corn,2004-06-17,277.75
Corn,2004-06-18,274.5
Corn,2004-06-21,274.5
Corn,2004-06-22,267.75
Corn,2004-06-23,274.5
Corn,2004-06-24,273.25
Corn,2004-06-25,276.25
Corn,2004-06-28,271.25
Corn,2004-06-29,268.0
Corn,2004-06-30,257.5
Corn,2004-07-01,257.5
Corn,2004-07-02,255.25
Corn,2004-07-06,249.5
